balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
435,"[3.414034801634682, 151.30850278432558, 19.956887687612408]","[3.1290968947188196, 151.89756312498676, 21.388229529031747]","[2.9194231519482847, 152.59081160180907, 21.999730390006807]","[2.8528346478961657, 153.27100178203852, 21.33699592921747]","[3.4900309394589923, 155.23258188004013, 13.276312334943947]","[3.9697703901153254, 155.8637965599915, 9.711823016100006]","[4.57788039952347, 156.48679160006597, 6.438002454688212]","[6.162518619163677, 157.72553287337465, 2.3446463706262666]","[7.129623379312712, 158.3491795284494, 2.045699383754073]","[9.391908278624019, 159.63362320504908, 5.129141681376678]","[12.056820871510569, 161.01272075791056, 11.603260755781816]",,,,,,,,,,,,,
436,"[-0.5249181663696898, 116.60788775288809, 3.2646442953659065]","[-3.919701487397183, 118.13715251326764, 2.0238428371915873]","[-7.939065007804683, 119.9119426872113, 3.031582348921173]","[-11.884574048652498, 121.63277266707834, 6.474369625684343]","[-23.222098902135645, 126.55360213000515, 20.39375612066251]","[-26.810689606738432, 128.13524324229934, 21.988710551616062]","[-30.29825069772241, 129.6962993815468, 20.871030587465377]","[-36.93960475059801, 132.76832402809185, 12.367400503655196]","[-40.08499295827352, 134.28523432679646, 7.288984421809514]","[-46.00211779386752, 137.2832059341407, 2.00337329101837]","[-51.40469315466877, 140.21955134019177, 6.838561337960009]",,,,,,,,,,,,,
437,"[-1.804901644858673, 78.5486397353325, 21.7373435733099]","[-2.7099169716082776, 80.09841620283852, 21.88414400690391]","[-3.832706697834138, 81.9580436998892, 20.191011229198054]","[-4.994836381048532, 83.81003157242044, 16.8063952587855]","[-8.734284606487565, 89.30227806719147, 4.33021615102735]","[-10.059634415825785, 91.09511480423679, 2.282402231382475]","[-11.426020198037634, 92.86439520071292, 2.241826522853435]","[-14.2663131301037, 96.30994963256211, 7.7993889393766915]","[-15.737104607107987, 97.98153937458547, 12.250704942293924]","[-18.773525289658703, 101.20159474230435, 20.087302040561752]","[-21.91399476574495, 104.23905071423478, 21.587462491926964]",,,,,,,,,,,,,
438,"[2.471854048393523, 32.02659914822099, 21.910941505470603]","[1.8010824807686419, 31.92970240130591, 20.97088808490147]","[1.0006083401712307, 31.789601980741757, 18.6248342210035]","[0.2030820263012199, 31.617281310770366, 15.289866599757719]","[-2.1566532949388173, 30.868545536810792, 4.610069594540212]","[-2.926136358958426, 30.529100963377967, 2.6073806013036727]","[-3.685202674281848, 30.136207202706856, 2.007481334652171]","[-5.158083389680239, 29.188301175008757, 5.152107638567063]","[-5.867908599371526, 28.626382870192234, 8.427634655580105]","[-7.215960560926695, 27.30632946160573, 16.008920387808615]","[-8.442957055135349, 25.719346826709465, 21.285161484376477]",,,,,,,,,,,,,
439,"[-7.82653993692311, 14.672199788931724, 15.133698209478418]","[-9.309590047564763, 16.169284973396906, 18.389730453261183]","[-11.134917457029609, 17.85791231887651, 21.097036467242546]","[-12.995488076821164, 19.428042842312667, 21.997783282621096]","[-18.65145358906923, 23.468962362606742, 14.004014437397974]","[-20.52120911815909, 24.6049872675329, 9.550046110237115]","[-22.36169461298759, 25.647105924664334, 5.5813931575386455]","[-25.920762733813508, 27.46373716075903, 2.0030481132191245]","[-27.621641276104462, 28.24946751994955, 3.1029536156365403]","[-30.82339999036392, 29.60673009489676, 10.031611839239321]","[-33.714008502811396, 30.718134413844925, 18.446438731627957]",,,,,,,,,,,,,
440,"[0, 0, 0]","[11.466156487746852, 54.77495361395454, 3.726502927324228]","[11.932375776060772, 50.82668234593464, 2.0015319194914305]","[12.411596462238156, 46.81890677468095, 3.5341208983758676]","[13.865607151396015, 34.46575244947425, 18.64553220119594]","[14.335749929215597, 30.254166175434065, 21.650553728137325]","[14.79094661487833, 26.001118094689545, 21.511743106021626]","[15.630211346917095, 17.39835845934293, 12.993366706504084]","[16.003060728248155, 13.059001031918449, 7.387364229825354]","[16.630780306042244, 4.336325476868298, 2.0218646430653067]","[17.070781491994055, -4.4021587758138825, 8.599427976579094]",,,,,,,,,,,,,
441,"[-30.38170290181277, -138.78004473642048, 13.066707322802404]","[-29.521618573369867, -139.11384421546407, 17.283341874359046]","[-28.403074599970562, -139.6555966746858, 20.896020817605738]","[-27.18953070354946, -140.3500415620482, 21.97864608878387]","[-22.972961485245094, -143.26602350608934, 10.864709735135303]","[-21.374922867385756, -144.4949180464263, 5.920625311602606]","[-19.67684075486678, -145.8424368881735, 2.7041103127335973]","[-15.989056813244598, -148.8637098102965, 4.363649823454054]","[-13.997078174260942, -150.52802002745165, 8.76819229565804]","[-9.727217077390144, -154.14393219041992, 18.81845980674892]","[-5.083880346362968, -158.12306310316208, 21.666443365588265]",,,,,,,,,,,,,
442,"[22.064341996000817, -4.127454832894119, 3.5412759143944186]","[22.505717497092725, -4.8671235777782975, 2.214098358226032]","[23.03574396094826, -5.7381199816919075, 2.23917762638178]","[23.569638148366028, -6.589798515890013, 4.0119190740719155]","[25.19280472175033, -9.018586501771315, 15.46471662981504]","[25.744220252772372, -9.782356659763758, 19.033793205034033]","[26.298229548262203, -10.523181957967074, 21.344075857301068]","[27.425981719708, -11.93045145097169, 20.830553070559198]","[27.998457831363375, -12.596839115334605, 18.098583654187742]","[29.16433314374722, -13.849376465660747, 10.044827292820004]","[30.359092776674025, -14.991652382023785, 3.327908096531017]",,,,,,,,,,,,,
443,"[5.370577465235094, 81.40266360888067, 4.203550191161666]","[5.509117244181327, 82.01820739411168, 4.94779666367697]","[5.6533183425812625, 82.75966477080995, 5.95557087703372]","[5.767512926309505, 83.50492617696788, 7.070857288526474]","[5.938113181657313, 85.75523896333982, 10.857422632568868]","[5.935836702815548, 86.50524256496114, 12.19121391388033]","[5.90399320026868, 87.2571657565736, 13.521962522344932]","[5.752528261303061, 88.75282523610628, 16.078068101285197]","[5.634448688342514, 89.49613004146292, 17.258535054854775]","[5.309191894191153, 90.96735984250384, 19.318133624570816]","[4.873333396558984, 92.41487120868535, 20.85828656955929]",,,,,,,,,,,,,
444,"[34.97066582455618, -28.586480339638214, 6.0859043077199955]","[34.39469394035134, -29.02200346434035, 8.241644092078712]","[33.681615492411034, -29.624395800181084, 11.118910200628585]","[32.94231006319221, -30.308340841166974, 14.072558545524263]","[30.583693428354152, -32.85967463158363, 20.911297359455638]","[29.754811940132456, -33.8688086406275, 21.849044863417774]","[28.90676498947677, -34.958303353947954, 21.924327644578653]","[27.160376154428455, -37.36615651480353, 19.5372473653392]","[26.264646082447115, -38.68174861222595, 17.283334982233733]","[24.438786790791035, -41.526011112690846, 11.62660329691223]","[22.582291735216582, -44.65051000776245, 6.097118842144747]",,,,,,,,,,,,,
445,"[-29.345371842971044, 164.74789786122662, 21.027357521153842]","[-28.52275984894852, 165.1180100176971, 18.420987415352318]","[-27.582138844967762, 165.57975691505266, 13.814821304591094]","[-26.691709506906808, 166.0518995117711, 8.739680851078942]","[-24.31395183899471, 167.47175874254964, 2.4622487644015294]","[-23.61979067084796, 167.92342112425132, 5.176585925358825]","[-22.97234120102026, 168.3555792395783, 9.659694049630174]","[-21.814721744718064, 169.13566903664642, 19.124416875747116]","[-21.30153601272975, 169.47759736476496, 21.655922014869937]","[-20.40120655071924, 170.03735697905572, 19.206148370621847]","[-19.6606098640348, 170.41244690742602, 9.772375824552924]",,,,,,,,,,,,,
446,"[16.01952490541036, 52.39648023203556, 10.878520641028592]","[15.133801699807474, 48.88128419939446, 6.861257478994286]","[13.897756186041079, 44.70529409646666, 3.3129524313433514]","[12.488930496018508, 40.58367969320545, 2.000149648515265]","[7.376737429207292, 28.611102700456833, 11.62116707519276]","[5.435006640485898, 24.756829046491713, 16.57206622350433]","[3.4041252480121664, 20.965172871907665, 20.34782863578401]","[-0.8435783485716751, 13.558554980466939, 21.037138651340275]","[-3.028511792698035, 9.925813804337592, 17.773501689229466]","[-7.423355103800468, 2.767804151194882, 8.013827173016269]","[-11.746378612474619, -4.306951745961323, 2.091198122763368]",,,,,,,,,,,,,
447,"[38.23092043444946, 133.899431129916, 21.802287626933033]","[38.507075651072846, 136.4191644741767, 21.013354421591988]","[38.740027272527854, 139.66937996282832, 19.34039373166474]","[38.845151278204156, 143.15308779323513, 17.018549509667167]","[38.136210351396876, 154.79149582347392, 8.385076468137907]","[37.489184373489586, 158.96420388646976, 5.802869509046562]","[36.61015765146298, 163.2214173547116, 3.768315181003878]","[34.10768721709672, 171.8305375687091, 2.000231831373137]","[32.47593462126135, 176.1154313771446, 2.4226739705430163]","[28.463862489325663, -175.50529592188173, 5.696564960971958]","[23.505899331043757, -167.48632391771477, 11.152072960084615]",,,,,,,,,,,,,
448,"[-4.297720272262837, 96.03760359301378, 6.422939493458978]","[-3.753487119351208, 96.14814011914882, 3.9490023817998043]","[-3.106587845818646, 96.25009004304076, 2.2449519009339713]","[-2.4696095694000846, 96.32386296410064, 2.1823335350405824]","[-0.612623875176159, 96.36573567132183, 10.601699116518724]","[-0.012643439264260035, 96.32611162288846, 14.69386710594896]","[0.5767066882735142, 96.25873269312554, 18.333827361134766]","[1.723863967266001, 96.04834820965306, 21.982725062612197]","[2.2833546081894562, 95.90883140144491, 21.378642246862217]","[3.373945924556091, 95.56450518349206, 15.804948684076699]","[4.428618549444553, 95.14026391187862, 7.7779601011954655]",,,,,,,,,,,,,
449,"[-84.04964286630106, -145.72532055672667, 21.811927937297554]","[-83.53284553163212, -149.9126191230784, 21.158868094088213]","[-82.91278789406182, -154.7679722975499, 19.8024088401656]","[-82.29669359278618, -159.47793597486992, 17.911332502585395]","[-80.45959934197151, -172.9847631172213, 10.452514727364804]","[-79.8471230271682, -177.31807386545088, 7.941025312495907]","[-79.2358315003497, 178.42120399186268, 5.707240331327096]","[-78.00596771861598, 170.12959562947069, 2.658761189642078]","[-77.38502724734205, 166.09533609633678, 2.052320702677541]","[-76.13590884244306, 158.26871761632364, 2.8807129505476503]","[-74.86634590603022, 150.7842809548459, 6.167600583196358]",,,,,,,,,,,,,
450,"[16.92399878094832, -112.7800024595841, 13.011512437435632]","[16.862407743729715, -111.688718776005, 13.935188547678113]","[16.846341175324834, -110.30721573631497, 15.020859298115715]","[16.899237412209764, -108.85093145596439, 16.068302072080687]","[17.529736945141273, -104.06072297373115, 18.855192971855423]","[17.917683494951586, -102.33731849110255, 19.62661520937297]","[18.40360688622132, -100.55808187452114, 20.302469755983815]","[19.684419295014052, -96.85660201206814, 21.333925897626976]","[20.48855026273459, -94.94309129049896, 21.67685889192635]","[22.438767844492524, -91.0238565838822, 21.995285573020364]","[24.85524846954225, -87.01938516699364, 21.813321665808274]",,,,,,,,,,,,,
451,"[65.42367018264112, -2.0553646329310244, 20.32707376407445]","[63.91146978094281, -0.9027771016891601, 18.382819996404045]","[62.22384941540826, 0.17433956916786517, 15.354932845394973]","[60.67953886447454, 0.9874404409816048, 11.920904631541752]","[56.966304138479565, 2.2721740538652755, 3.285640954591731]","[56.04668323786296, 2.4049260420450205, 2.1319607111944308]","[55.28798447552632, 2.4146680084209597, 2.1752666307422217]","[54.2586466068293, 2.1013105489844954, 5.687067758844059]","[53.98886715698048, 1.7827170570983135, 8.730409717908557]","[53.931316099840785, 0.8191102631438656, 15.588102175344135]","[54.507300320477306, -0.6207905436735527, 20.758367902372505]",,,,,,,,,,,,,
452,"[-42.568028547154164, -163.0290784995611, 4.859426032518748]","[-45.25877986790078, -166.78387102475423, 6.36632754704971]","[-48.227926336363375, -171.8005760794232, 8.45650840581409]","[-50.86010880390145, -177.4206450939609, 10.742876753821736]","[-56.12992642267195, 162.19308848489973, 17.501436318301973]","[-56.83715523028705, 154.58478747821195, 19.302640508437193]","[-56.983773487448275, 146.91654832512484, 20.69873651877775]","[-55.689602508748436, 132.4068413523093, 21.990537677012842]","[-54.36152754923103, 125.94024725252984, 21.814846388431217]","[-50.717001731540925, 114.98297802591115, 19.868697939703154]","[-46.21726744694823, 106.5433160001081, 16.198774475272508]",,,,,,,,,,,,,
453,"[20.14798566003486, -40.0969883144267, 2.868255426432871]","[21.440019935477487, -39.56067727268739, 5.679106801310244]","[23.022701683828203, -38.89095691944894, 10.763070193424111]","[24.636169737654978, -38.19296434933429, 16.223803339652378]","[29.658903433915444, -35.95983214917516, 20.547796589097203]","[31.388230801859418, -35.17597139106516, 16.48463685436527]","[33.141170346775276, -34.37779273068271, 11.049535039329983]","[36.71813338124678, -32.74402673389612, 2.6250840478875155]","[38.53603991169036, -31.91323605130523, 2.2089640475452477]","[42.22180273541706, -30.243398095724043, 9.566240287959154]","[45.95833990610384, -28.58056288521484, 19.672045352740533]",,,,,,,,,,,,,
454,"[-73.15174676126931, 81.81525617500455, 7.4964101303534925]","[-73.1224813168324, 83.84497102320553, 9.05569579075026]","[-73.02934425218224, 86.03729384431453, 11.033061973010877]","[-72.88144158857818, 87.94254487534901, 13.049196942325464]","[-72.1588996971937, 91.88127352862871, 18.526251682520204]","[-71.8429471223834, 92.60553821986554, 19.913428249660907]","[-71.49279484093731, 93.04614954357197, 20.979181145593255]","[-70.70535387662224, 93.1275482043711, 21.986554082551056]","[-70.26521269509756, 92.79926508882114, 21.88748471680436]","[-69.2914139475586, 91.47875406526279, 20.503913239439356]","[-68.17391458677088, 89.39431140858649, 17.751242159454776]",,,,,,,,,,,,,
455,"[-16.53592199990442, 4.15512858575838, 12.155435222324886]","[-19.975372257127468, 4.647180286808677, 9.558503684266363]","[-24.05531606178521, 5.24114754388389, 6.67681675934214]","[-28.076942107614055, 5.842373439196735, 4.318520454216413]","[-39.74809703443137, 7.719909447968317, 2.3085415455478913]","[-43.49013692423144, 8.379897174159973, 3.5469549713623874]","[-47.14891376956908, 9.068270493830525, 5.61582306502063]","[-54.19974587609673, 10.544597687083652, 11.36814845910943]","[-57.582276786881934, 11.352392614409023, 14.488249185694729]","[-64.03647324972913, 13.168410392450157, 19.711721485858078]","[-70.04870817518477, 15.410670301974879, 21.98151325317162]",,,,,,,,,,,,,
456,"[-52.077377506506565, 149.74257064097057, 20.554946583562995]","[-52.59373858197948, 149.25150901825447, 20.985601079584423]","[-53.21265265631273, 148.64409071294477, 21.406252940960275]","[-53.82332705424733, 148.01441906940758, 21.717245615577607]","[-55.62932836021834, 145.9794781757083, 21.963434342606497]","[-56.21801234843459, 145.24982356630818, 21.813365779677202]","[-56.79989460618076, 144.49017502844205, 21.548940099578203]","[-57.94196300269947, 142.8784963592014, 20.691009823592935]","[-58.50122934073901, 142.02363171506616, 20.107261910840688]","[-59.587904671851774, 140.20838040398363, 18.664751415840733]","[-60.63505982366249, 138.24343873660976, 16.912462535587963]",,,,,,,,,,,,,
457,"[8.983258923357248, -6.903439491089656, 20.471088732591625]","[8.666983351360086, -6.238983905430104, 20.046699593759953]","[8.389571857835309, -5.441407961922296, 19.47716997375316]","[8.227391706861633, -4.644298328027941, 18.84662247448935]","[8.48348773449609, -2.2355882555261193, 16.641582038314986]","[8.826605276671748, -1.426653799140587, 15.822287390462577]","[9.303639284043129, -0.6150075028202993, 14.971484580030811]","[10.66993284747749, 1.0144647590913678, 13.204575499427612]","[11.562908251853326, 1.8276909867826614, 12.302440126883509]","[13.77836896494074, 3.438055454423311, 10.498644017139327]","[16.568066429024213, 5.0161306626839774, 8.743637299545913]",,,,,,,,,,,,,
458,"[-39.58710396378626, -13.658869002197346, 2.0040390281173313]","[-40.80321127855657, -12.33094596609363, 2.947036623796521]","[-42.27837677383019, -10.837612121756639, 6.031162107122533]","[-43.757323909702095, -9.457915413512309, 10.532489966708118]","[-48.1593787784218, -6.030492812610817, 21.71110116296192]","[-49.58977651658669, -5.136457171646648, 21.685721007127583]","[-50.99133195278284, -4.373030625824228, 19.358757488875373]","[-53.680287335519644, -3.24298914856402, 10.429547359437343]","[-54.95806333902077, -2.8802188091613172, 5.946835258590999]","[-57.3491601740287, -2.564542133028239, 2.0204885344678516]","[-59.49474127534452, -2.7945727797867805, 7.014041684720526]",,,,,,,,,,,,,
459,"[-16.99810878469116, 163.89781279337657, 21.983847507354987]","[-17.314308769977465, 161.9915349475983, 21.691262180061614]","[-17.770429170672106, 159.6546099366457, 20.870259851435428]","[-18.31128767938193, 157.2668448107541, 19.579269283609044]","[-20.436086460852174, 149.8296644856291, 13.670751808594396]","[-21.31417394207181, 147.27162031389958, 11.37169535310054]","[-22.272836174454245, 144.67614656092894, 9.105327311136332]","[-24.42425153046677, 139.38598278700115, 5.146102594251586]","[-25.613181371211134, 136.693028147617, 3.662101613195466]","[-28.189247554454486, 131.2118313821175, 2.0760296870312]","[-31.0007277278569, 125.59836083994449, 2.566273482971818]",,,,,,,,,,,,,
460,"[-66.91025912795338, 122.05973157850872, 20.795455963653083]","[-67.39510152505026, 120.79057794229915, 17.596046190403378]","[-67.9652178871991, 119.20024528541714, 12.165824160488716]","[-68.5212281969051, 117.532039663583, 6.683207758240469]","[-70.05732529545078, 111.9792548699246, 4.491455848165135]","[-70.51258782878055, 109.92261223909756, 9.311589425028963]","[-70.93394725365326, 107.75349366787685, 15.004227838127278]","[-71.65386173060315, 103.08380277828103, 21.938092071688136]","[-71.94125966816738, 100.58767899543764, 20.933747573230193]","[-72.352974777053, 95.3255272396679, 11.504907780459162]","[-72.51321597074727, 89.81993766616208, 2.6651172277041333]",,,,,,,,,,,,,
461,"[-84.76137849853743, 36.1645276581674, 21.97621543426397]","[-84.75308128156291, 12.397669448196023, 21.99997751973092]","[-83.6197868375688, -10.616386853509091, 21.961774026158615]","[-81.77252858499996, -24.48385160716527, 21.85109724541983]","[-75.01172677189824, -40.236846791910416, 21.09477495194227]","[-72.69495038728246, -42.19015325288438, 20.707398988951642]","[-70.40256807752245, -43.497827732853466, 20.256541378169146]","[-65.96293385303024, -45.008457356344096, 19.178571711300883]","[-63.83124388815764, -45.44628081979037, 18.559006725953456]","[-59.782367314055335, -46.0140024881595, 17.181906026553]","[-56.04862472423801, -46.40810751630262, 15.654061656483165]",,,,,,,,,,,,,
462,"[-36.784664439058815, 172.52860287155386, 12.05686808622009]","[-36.13994384901474, 174.82201032020407, 7.126713305164567]","[-35.38415167133186, 177.59275311194017, 2.969479052780626]","[-34.65254447008082, -179.62157627941727, 2.1503931998605808]","[-32.629780982657664, -171.18101910421228, 16.40266603651277]","[-32.02938008194982, -168.3486929419219, 20.78884641899443]","[-31.47031266865291, -165.5084932336563, 21.927465314139422]","[-30.48732473710647, -159.82487808744227, 14.133784532887416]","[-30.070354710835893, -156.9851945277152, 8.080380640483401]","[-29.396809637913236, -151.32655656224173, 2.0225799599358627]","[-28.94047720900001, -145.7128889955536, 9.350383703542557]",,,,,,,,,,,,,
463,"[6.889236861786047, 44.85091262568278, 20.34646254112058]","[6.2890479169742095, 44.966596287040886, 21.818933236472382]","[5.538355387639432, 45.05659387162013, 21.608390365950857]","[4.755947647068599, 45.09397414711768, 19.303108091996762]","[2.204277557984565, 44.883581870399745, 6.39436129346915]","[1.2887196778335293, 44.706525457091075, 3.2457999247532534]","[0.3411900193173116, 44.47488327390836, 2.005485460667213]","[-1.6423738659461251, 43.852950190049555, 5.857420849850872]","[-2.677479657601073, 43.46091349638695, 10.110656492320178]","[-4.828941841976263, 42.51533800993992, 18.83391515652915]","[-7.0815726456736705, 41.354483268476216, 21.922961326286696]",,,,,,,,,,,,,
464,"[4.970107077203142, 59.92998487228909, 3.6470808593409973]","[5.159728763153744, 59.32547457489154, 6.205914310726148]","[5.380648098545876, 58.620894415808756, 10.277520677574953]","[5.589180160734138, 57.940165548695234, 14.683278733687537]","[6.155019524944946, 56.04144469433383, 21.993774335855086]","[6.319131161815427, 55.46057840341326, 20.86968897320022]","[6.4702274845613905, 54.90435088721809, 18.018761567327402]","[6.73192803344763, 53.87839204751457, 9.587169000219008]","[6.839673252552119, 53.40817881280383, 5.645590952380062]","[7.012483695589015, 52.553787625746466, 2.0002678551394695]","[7.123411644779851, 51.81907076543222, 5.7602638083725894]",,,,,,,,,,,,,
465,"[-80.4558318539444, -39.06742765812409, 2.237859705360009]","[-81.12530140033377, -43.390324775938566, 2.114591489177995]","[-82.00723525231629, -49.02183352133721, 2.0252660333318993]","[-82.97084688691353, -55.37439921762307, 2.0004332602433017]","[-86.127596503841, -85.94020861105633, 2.3122626539558144]","[-87.03840158362699, -107.09144696318151, 2.5427228787309186]","[-87.48857076128174, -140.02532809920885, 2.8343874517361414]","[-86.10274147223969, 160.00643527473252, 3.5929951328230203]","[-84.73846709969327, 144.85013516382404, 4.055244118577127]","[-81.55947224737761, 126.64442410887847, 5.130204508332424]","[-78.09055559879005, 114.61597835502482, 6.382639412971331]",,,,,,,,,,,,,
466,"[-68.43040298979037, 150.86653463823419, 3.1604696068629377]","[-68.68143820290236, 150.62586484502222, 2.2246645455328373]","[-68.98253546489083, 150.32451191749416, 2.0680271605536245]","[-69.28218959156712, 150.01016619891826, 2.976902120526507]","[-70.17478107931062, 148.98705642620308, 10.62401163894819]","[-70.47186726353684, 148.61962666684119, 13.897947844082053]","[-70.76615032935285, 148.2421526732025, 16.969099878648237]","[-71.35683712009399, 147.45531437702522, 21.2384775475395]","[-71.6515061233029, 147.04661705573312, 21.979717872573005]","[-72.24055765022703, 146.19895588857554, 20.28552425000072]","[-72.82720917891875, 145.31731835003131, 15.130912357648526]",,,,,,,,,,,,,
467,"[-69.14953711073865, 92.49260532145223, 21.456839992983152]","[-70.14674341371996, 90.43341069629719, 19.547357211198353]","[-71.23525001841215, 87.65318822970819, 15.837182398253042]","[-72.19740755008011, 84.53472134234522, 11.325669536900957]","[-74.24514717616792, 73.38389322554794, 2.0710459191746615]","[-74.62788107468229, 69.25350266074379, 2.579244894647836]","[-74.86123829785404, 65.05761957990613, 5.057812848447371]","[-74.89803830226182, 56.88840141866826, 13.546502886900717]","[-74.72021459377136, 53.09695618595633, 17.783504808025967]","[-74.0384822951759, 46.42070186383098, 21.99504427656902]","[-73.0113397877894, 41.11810903816647, 18.284388842628754]",,,,,,,,,,,,,
468,"[13.23243635449087, -75.36346822610204, 6.259660286197704]","[11.986621534574496, -77.2534141428976, 4.852216534286047]","[10.481982007241506, -79.51129240885791, 3.4882688082621183]","[8.971089391525728, -81.7596627047856, 2.5419527936877735]","[4.449141183870711, -88.45613874218824, 2.5554751959355535]","[2.963058233483642, -90.67334184246921, 3.510067621147016]","[1.4951653327620897, -92.885380364222, 4.881225112236781]","[-1.3680440436911032, -97.2939890881133, 8.58537158024492]","[-2.7544599855058065, -99.48925199605569, 10.737739220227404]","[-5.4130061525750435, -103.86151346022262, 15.118422786106192]","[-7.898067602627715, -108.2034636408247, 18.895648815772528]",,,,,,,,,,,,,
469,"[5.191324561702229, 158.524476920535, 18.34479360265281]","[5.153076134631369, 157.8784248527158, 15.144106461840241]","[5.10804073683452, 157.10050873206168, 10.790359437254537]","[5.065134780090502, 156.32187753123338, 6.669212454747748]","[4.96911926054247, 153.97961778614544, 2.4904399634207834]","[4.954011623492946, 153.19808436818406, 4.72042857730164]","[4.952658637764753, 152.41555691641182, 8.344339361114496]","[4.9886725827146625, 150.856111361462, 16.861753947732453]","[5.0294782849271, 150.07717282650512, 20.12719514972715]","[5.1685816623843195, 148.53174572890515, 21.664010898802996]","[5.391247780458477, 147.0045018563353, 16.157510793908518]",,,,,,,,,,,,,
470,"[-65.95375475588222, 114.49115237184067, 18.138556380762736]","[-66.28928984305504, 115.82633802102137, 14.173318932006428]","[-66.61549169969375, 117.51705561537713, 8.937378669077475]","[-66.86141275789214, 119.28162239585481, 4.543825534088494]","[-67.15104327198904, 124.7982401564939, 5.4862619032756115]","[-67.11139336999108, 126.64307638730676, 10.217608145382911]","[-67.01327928502434, 128.46307862049252, 15.439755041116971]","[-66.66519887894722, 131.9880147737428, 21.873457108938215]","[-66.42904231650402, 133.68323954395618, 21.319329056463978]","[-65.86198967189439, 136.9256810357896, 13.388629913594494]","[-65.20889090437544, 139.99517823921101, 4.036550688529695]",,,,,,,,,,,,,
471,"[-21.926966542860242, 154.19630543684096, 13.676724165562172]","[-21.77568674107112, 152.33788065016898, 14.275250540997845]","[-21.605252737556388, 150.10425034086157, 14.982246826645515]","[-21.441871641218214, 147.8693689078439, 15.673039116339742]","[-20.982882139462472, 141.17350044688706, 17.613022560986124]","[-20.836545144514915, 138.95582973608168, 18.2038615522021]","[-20.69151628481545, 136.7510367732996, 18.761554081381764]","[-20.39977487702626, 132.39109110307822, 19.764953779416413]","[-20.251147224050236, 130.2397795364662, 20.205551564049976]","[-19.939713278685314, 126.01999494083422, 20.952244411812718]","[-19.602929083329425, 121.92102257172441, 21.507069942494667]",,,,,,,,,,,,,
472,"[-53.70350535809684, 2.301191269135325, 11.791583612011152]","[-54.17791178921674, 1.8140654970357244, 16.13261554768114]","[-54.73593658214119, 1.1893242899237126, 20.20567507168771]","[-55.27748647719713, 0.5202225536926816, 21.973967577136268]","[-56.79644024753459, -1.788818309207277, 12.341480610769805]","[-57.259022059839715, -2.6663046759155944, 7.187617430187463]","[-57.69638013214375, -3.5993685519653256, 3.3838799236175916]","[-58.48477205291406, -5.636020473618918, 3.423343471168291]","[-58.83061947402187, -6.739203553639579, 7.255472229109451]","[-59.41170460558267, -9.105881430240919, 17.464341889668308]","[-59.83424359266439, -11.664024249240803, 21.968100037045367]",,,,,,,,,,,,,
473,"[-20.428038365111085, -29.973677483048945, 19.274929864406033]","[-20.34204988564178, -29.149746674181916, 20.88213604591307]","[-20.21077851577823, -28.21622370540469, 21.898295951163657]","[-20.046932246872192, -27.343212334406502, 21.816671688057774]","[-19.358249865565725, -25.09906269769132, 15.666169281318101]","[-19.060434156591224, -24.478344374905387, 12.408398730297796]","[-18.72831321154491, -23.924774068358285, 9.104462583775963]","[-17.964686373698346, -23.017619227420518, 3.792067039905273]","[-17.531021040717118, -22.662915397426914, 2.3713781181461453]","[-16.56257629414447, -22.1583759951662, 2.772544127208201]","[-15.456740875821573, -21.923479807118948, 7.15305467200189]",,,,,,,,,,,,,
474,"[-19.06988863723999, -121.34768495832496, 8.306492874437835]","[-19.277224637397396, -120.60240532370938, 4.770832274871299]","[-19.665665681488985, -119.75079129116928, 2.303551260220214]","[-20.2015008045894, -118.9701037686684, 2.3585515073942567]","[-22.54952262493373, -117.22571386238354, 14.423534508019632]","[-23.530845107714555, -116.89416308688958, 18.892166954716597]","[-24.581241510307006, -116.70979543620149, 21.569098827102376]","[-26.818438347751666, -116.81152836650078, 19.407542772130178]","[-27.96563959706761, -117.10700585829738, 15.130784966209703]","[-30.23275941624419, -118.20443892854128, 5.460451535111256]","[-32.3470350667405, -119.95415999905494, 2.1499273335563274]",,,,,,,,,,,,,
475,"[10.977054678192749, -156.27052122760617, 21.99286619275526]","[10.771538143149254, -156.45161977397564, 21.396778925232333]","[10.518898492376163, -156.66647575219582, 18.86979246284518]","[10.262870349779353, -156.87874848817276, 14.889111587797627]","[9.46595378344208, -157.50592995441932, 3.0890905515859046]","[9.194623255895147, -157.7111721847809, 2.0002324460339658]","[8.91730691400221, -157.9172372038457, 3.0286040163128156]","[8.35615656944233, -158.32413510206746, 10.162678255252548]","[8.071458966061869, -158.52636018545718, 14.759535121880264]","[7.494909857305718, -158.92893147621814, 21.34926116053799]","[6.912332769587083, -159.3318035790063, 20.441318083618476]",,,,,,,,,,,,,
