balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
621,"[45.68346261019413, 155.64973983551795, 18.453859451664247, -4869.85009765625]","[45.873162058676215, 154.26441410348937, 19.470895591251917, -6795.06591796875]","[46.06813165265187, 152.64868607836084, 20.491025388753854, -4355.55126953125]","[46.231219569667644, 151.09013344668926, 21.26441767860392, -2123.7099609375]","[46.554771147143526, 146.79045998615217, 21.92098847573824, -3326.80224609375]","[46.622125238458686, 145.4968418786795, 21.564076273054795, -3243.07373046875]","[46.6731357466129, 144.27660777229974, 20.929386591804075, -1701.1424560546875]","[46.743578523346606, 142.07459915986286, 18.908786582473297, 24.95537567138672]","[46.76849017487543, 141.09257331710242, 17.580985828942616, -824.369384765625]","[46.81521843516097, 139.38105018027545, 14.483388217736238, -658.4384765625]","[46.87225508852975, 138.0089796095037, 11.09912346864879, 702.017578125]",,,,,,,,,,,,,
622,"[-36.5576352214487, 105.88961222757233, 7.956702382629945, -5296.796875]","[-36.36215438999637, 104.1428316401762, 4.4661808368428515, -4765.82080078125]","[-36.13791656557149, 102.02456867965488, 2.185968771221713, -4768.98681640625]","[-35.92896118761406, 99.88533017947942, 2.543298987198952, -4431.75634765625]","[-35.373457546196825, 93.37452430917305, 15.272647265133333, -4160.4638671875]","[-35.21219546259802, 91.18030658825626, 19.56347296956993, -4044.048583984375]","[-35.06076125448332, 88.97960697862354, 21.82260977649197, -4126.88720703125]","[-34.782979679632724, 84.56581985470592, 18.52458804976067, -4055.349853515625]","[-34.657919106742725, 82.36115215727277, 13.852979948697882, -3221.66162109375]","[-34.423636490811596, 77.96618285226623, 4.407027833268343, -2812.53515625]","[-34.20584405024625, 73.61184457051654, 2.573084810564831, -4158.96630859375]",,,,,,,,,,,,,
623,"[-28.467373892924837, 23.99970977870114, 2.606304320239289, 1235.3326416015625]","[-28.885216102210865, 23.557355973143025, 2.049868479693499, 1180.330078125]","[-29.387751475650898, 23.024218256545197, 3.9786412235518807, 1195.218994140625]","[-29.894379484852173, 22.49443236618741, 8.1889559492802, 1027.3590087890625]","[-31.444049725782122, 20.927471831945514, 21.420797332845872, 1180.108154296875]","[-31.97357893135273, 20.418441519996943, 21.80490499290364, 1376.481201171875]","[-32.50870668624534, 19.918249066276214, 19.398979234797647, 971.0301513671875]","[-33.60785927021428, 18.952744389084383, 9.556713544946582, 521.59765625]","[-34.17200010238502, 18.48994355732047, 4.9186724147571494, 98.81145477294922]","[-35.326612147694156, 17.612473171959707, 2.4343068148540645, -2706.307861328125]","[-36.525903312024326, 16.811303193164736, 10.06134620242611, -4414.12255859375]",,,,,,,,,,,,,
624,"[54.95892289401566, -54.068473978815646, 17.607266507071543, -530.277099609375]","[54.77859352912541, -53.703019847369625, 12.813786370014618, -872.2075805664062]","[54.563041913876965, -53.2646635173429, 6.899683981976652, -1128.003662109375]","[54.3466983819284, -52.828476881435456, 2.865264383208702, -1252.7864990234375]","[53.69718071664099, -51.53839178198882, 10.603343763433672, -2419.059814453125]","[53.480614342786176, -51.113522514859454, 16.58578856947165, -2768.15966796875]","[53.26324572988768, -50.694097960177594, 20.88049729414135, -3007.09033203125]","[52.82192041182288, -49.86730333518883, 19.28047170696507, -3241.2919921875]","[52.5988570203533, -49.4598202356073, 13.974722412938261, -3290.802978515625]","[52.144379526631695, -48.66414205908607, 3.40515983018952, -3485.67041015625]","[51.680625555982814, -47.89483557636613, 4.330183285231771, -3561.994140625]",,,,,,,,,,,,,
625,"[-73.36376677340056, 156.60979912371755, 10.19628643578875, 2197.487548828125]","[-72.16923735089914, 159.72383617711895, 12.202369780280431, 1966.6544189453125]","[-70.73921061776166, 163.27649252653475, 14.592203942035146, 636.8886108398438]","[-69.31482435824859, 166.6633788192863, 16.830408630995652, -2239.98193359375]","[-65.13915344166162, 176.11675671233323, 21.424619318789986, -3167.19775390625]","[-63.79463509897421, 179.08803351714258, 21.95106729735624, -3241.371337890625]","[-62.4804451894127, -178.01055865638278, 21.89791596239153, -3864.2607421875]","[-59.955144019449925, -172.39358769840965, 20.09892213648758, -4215.94189453125]","[-58.750607621605575, -169.66664057748943, 18.457398049921178, -4537.84423828125]","[-56.472269646375565, -164.3662451594595, 14.164463135096506, -4676.38671875]","[-54.37821138005307, -159.26306260043395, 9.374027647820743, -4175.56591796875]",,,,,,,,,,,,,
626,"[-38.2264545710852, -26.650742862927068, 2.000268410373879, -3945.204833984375]","[-37.631106927323906, -28.054558680513825, 2.779085451846619, -4177.96533203125]","[-36.91919630069245, -29.835187573830805, 5.517191223629057, -4265.7666015625]","[-36.211392126299316, -31.72165695496553, 9.64893647048236, -4199.9384765625]","[-34.1055661487269, -37.97807039488619, 21.194939711999865, -4607.56103515625]","[-33.41121295887754, -40.25441102268843, 21.979532499845412, -4684.2333984375]","[-32.724185500438374, -42.62526776323424, 20.61734527981594, -4270.162109375]","[-31.366362565167254, -47.62602977039844, 13.025053156543251, -3073.4443359375]","[-30.69821264923445, -50.25312483158906, 8.426390559779657, -61.92934799194336]","[-29.386986072378015, -55.743790469165326, 2.360593227706646, 139.50160217285156]","[-28.107863622335135, -61.527434328305766, 4.141705112065434, 75.59976196289062]",,,,,,,,,,,,,
627,"[6.583353905013667, 175.34468515684165, 2.4736122529668645, -4856.5546875]","[6.062551635605091, 175.09496490712613, 4.844266777156673, -5050.75244140625]","[5.4369144887668845, 174.81442390017628, 9.622040448815397, -5165.18115234375]","[4.812313699416475, 174.55596228818376, 15.11810186072336, -5081.97802734375]","[2.9387695252381336, 173.92437029722683, 21.13887578339485, -4540.09765625]","[2.3144304685556674, 173.7597885931996, 17.609770213970513, -4033.691162109375]","[1.6886414044413545, 173.62090168576714, 12.382078196945578, -3348.03564453125]","[0.4414534063116219, 173.4153521176718, 3.1985372107302847, -3425.764404296875]","[-0.18194398054884178, 173.34885796183752, 2.019664023559095, -4564.244140625]","[-1.42786855635367, 173.28825652299722, 8.16404420417132, -4518.55419921875]","[-2.672633122979173, 173.32518177209852, 18.60027623887851, -4392.23681640625]",,,,,,,,,,,,,
628,"[26.16416789922085, -36.0509441760624, 17.388383955429, -5514.025390625]","[27.826379951774776, -36.5184028671315, 18.56402825153565, -4805.35595703125]","[29.73935243020681, -37.26620610798053, 19.786173910697276, -4108.8701171875]","[31.546233592950674, -38.213695074742695, 20.76637805246076, -3203.130615234375]","[36.172549541450344, -42.1724699808364, 21.996303360892572, -4208.2822265625]","[37.4026018138667, -43.8181655634086, 21.793528521739262, -5018.40966796875]","[38.46289944819115, -45.5923495315331, 21.2867202837326, -5005.28369140625]","[40.04057659450408, -49.413896764576656, 19.433579378204627, -4898.1015625]","[40.560278834104814, -51.39742833938521, 18.144256389894306, -5038.39697265625]","[41.0787025358189, -55.34646287024002, 15.040281345146088, -5005.19140625]","[40.97602620127046, -59.07090209502646, 11.561435298843678, -4986.5419921875]",,,,,,,,,,,,,
629,"[17.901786103480084, -166.25210899358473, 2.218629358624124, -5406.9453125]","[16.82865443801474, -166.12532953173272, 3.4408732687884918, -5367.61181640625]","[15.507138552428177, -165.93553852025272, 6.13741544329056, -5458.58251953125]","[14.15363720273925, -165.69973120492577, 9.762471021408537, -5427.58935546875]","[9.90649707341946, -164.7521266176881, 20.286859496176692, -4076.75537109375]","[8.430832993873825, -164.35739985721182, 21.813811938244296, -4643.71142578125]","[6.929422522995694, -163.92702940023963, 21.78526459021745, -4928.6513671875]","[3.854584797112975, -162.95656795934588, 17.325820209107075, -4813.87841796875]","[2.2832610121226486, -162.41758958587846, 13.60076083737218, -5129.509765625]","[-0.9192404597021699, -161.24548673200584, 6.021864355622885, -5279.9609375]","[-4.19148819491838, -159.94642721708198, 2.082288356208, -5337.31494140625]",,,,,,,,,,,,,
630,"[-38.766901679767784, 88.95912672129697, 17.528770451211386, -3724.021240234375]","[-38.35185051186254, 89.57695930597583, 20.526592475986604, -3691.714111328125]","[-37.829539460923705, 90.28639241455252, 21.9962637145762, -3703.084716796875]","[-37.286357287258355, 90.96282241557324, 20.80005071447706, -3945.379150390625]","[-35.56067872380332, 92.83797523249028, 7.284452192536592, -4045.638916015625]","[-34.967443967157934, 93.42784234303552, 3.5141055653568394, -4234.7119140625]","[-34.372122378283954, 94.0080885019142, 2.0061515673158823, -4522.48291015625]","[-33.18534454333307, 95.16636126494738, 6.676676625250891, -4161.26416015625]","[-32.60150158115732, 95.75095024199912, 11.610618393507568, -3438.2705078125]","[-31.4659562019821, 96.96004764937175, 20.44468792535057, -2090.84814453125]","[-30.397189495223824, 98.25025861720508, 20.87252497791295, -2679.203125]",,,,,,,,,,,,,
631,"[48.42865499526787, 177.38000892735417, 10.472776381280097, -5119.2060546875]","[48.229293383885064, 176.9978623566337, 14.736126946833313, -5120.73779296875]","[47.98731348249727, 176.54302897181654, 19.130403668138563, -5188.3740234375]","[47.744042157507515, 176.0929853588579, 21.662776510284523, -5280.14599609375]","[47.00659949109356, 174.76629099205948, 14.777830742447504, -5558.7060546875]","[46.757471248249885, 174.3327368919183, 9.671093248195273, -5637.62744140625]","[46.50783391622164, 173.90271536196965, 5.170985542802026, -5716.50732421875]","[46.000020672747375, 173.058350235212, 2.2281075249104987, -5740.05859375]","[45.743846873820004, 172.64418603741248, 4.552779684652403, -5689.4130859375]","[45.22558417015313, 171.82943321371593, 13.917559776392498, -5964.18896484375]","[44.69855571803145, 171.03481227590424, 21.41199635490412, -6341.822265625]",,,,,,,,,,,,,
632,"[-10.648311164957406, -48.74806511215278, 3.441025720901214, 285.10626220703125]","[-8.709571679693441, -48.20210580249109, 2.21857033055789, 251.0228271484375]","[-6.326224170355003, -47.408756242484536, 2.1827792073440317, 238.36146545410156]","[-3.8937056522576308, -46.46091387835626, 3.7035620744198763, 186.58377075195312]","[3.5685636395825457, -42.59588217555897, 14.222856506969512, -3859.114013671875]","[6.060733953976318, -40.93735048787376, 17.850947401674535, -4474.154296875]","[8.528797414683993, -39.07885407292998, 20.55205350781575, -3374.572998046875]","[13.30995943751131, -34.7210104571403, 21.6720056186345, -6037.96533203125]","[15.577194440098285, -32.203013278562985, 19.913525694742013, -5312.85595703125]","[19.749910044011912, -26.457155136782365, 13.111108749945924, -4638.359375]","[23.257325921094026, -19.748859334723694, 5.631173678445566, -3723.167724609375]",,,,,,,,,,,,,
633,"[89.42639970304813, -34.562578591508135, 2.3197549839644083, -4163.2177734375]","[89.00651464165674, 19.437029717274726, 3.21568822675955, -4272.70703125]","[88.16648553155342, 33.672028741819574, 4.974969737579716, -4275.501953125]","[87.32293233479677, 36.5032527840076, 7.33500411885359, -3918.45947265625]","[84.99568106104665, 32.11503367249488, 15.852604946039317, -3720.502197265625]","[84.26626655144602, 29.231385987659465, 18.358191483781898, -3969.11865234375]","[83.54359890037261, 26.02399924459293, 20.32015023653518, -3996.99755859375]","[82.06735817439794, 19.023893760918885, 21.999995880745665, -3521.44677734375]","[81.29035327166713, 15.376876740267734, 21.574529822688696, -2030.2557373046875]","[79.60070366335883, 8.094464244946293, 18.37219236671345, -687.13427734375]","[77.6672910336084, 1.1499386661350497, 13.034591641818045, -3086.1650390625]",,,,,,,,,,,,,
634,"[52.48746811393905, -147.3503894378908, 19.37865376858972, -4423.857421875]","[52.8440278542992, -149.80970624638405, 20.84764527652205, -4221.5205078125]","[53.252616877335306, -152.7300056828074, 21.84299488159167, -4529.55810546875]","[53.64809948939948, -155.60763359030577, 21.91581267369376, -4652.7900390625]","[54.75339076602428, -163.95522685074033, 16.96013021887842, -30.384679794311523]","[55.10128149808128, -166.62845494804745, 14.101365426349373, -153.07525634765625]","[55.44308253119341, -169.24032557010185, 11.044886230563966, -1729.844970703125]","[56.10870369663394, -174.2611248638128, 5.479917118713079, -3281.422607421875]","[56.43820825054823, -176.66784519073227, 3.4914948077085715, -3654.190185546875]","[57.096965080744226, 178.74377834223955, 2.0188307405376147, -3805.29296875]","[57.76417615860038, 174.46848733322597, 4.1994140755616165, -3685.673583984375]",,,,,,,,,,,,,
635,"[-58.59329595931306, 18.671766604765494, 13.165892916442289, -4617.18798828125]","[-58.08141097078548, 18.882578380733065, 17.16670927708419, -4382.34912109375]","[-57.46650784414963, 19.151210917183672, 20.696018369770535, -4650.201171875]","[-56.84883084590458, 19.429836913678397, 21.99986965832161, -4406.576171875]","[-54.99614714623012, 20.33903744127749, 12.418620495472307, -4752.45849609375]","[-54.37654978084201, 20.662802306719758, 7.47630033040322, -3772.675048828125]","[-53.757183304237046, 20.995468162859357, 3.6902488863119434, -3192.928955078125]","[-52.518421600573305, 21.684194015736583, 2.9214315794278143, -3573.78125]","[-51.896145727906195, 22.038096357389293, 6.135195308376782, -3304.648193359375]","[-50.65425960091036, 22.765691772713954, 15.856238231294263, -4140.015625]","[-49.41183143098737, 23.512547212143936, 21.88442956712973, -4596.400390625]",,,,,,,,,,,,,
636,"[42.488680904616984, -34.767903665338494, 19.90446656765173, -3797.885498046875]","[42.14044354881762, -34.905565587922304, 17.84819069803862, -3978.23046875]","[41.73139987200887, -34.91176308898333, 14.76666513476748, -4095.72216796875]","[41.32589058058466, -34.74737006653448, 11.36129066298033, -4149.9423828125]","[40.152984504413084, -33.22255283626886, 3.1028349715982007, -3304.759033203125]","[39.77122557622045, -32.37536633951265, 2.084166810883179, -2244.188232421875]","[39.396268424239736, -31.36296224034745, 2.2291681826561227, -1834.39794921875]","[38.650425010475004, -28.84330153805861, 5.8072296202995926, -1390.3907470703125]","[38.277826226420096, -27.33999245985979, 8.821243435014118, -1780.135009765625]","[37.52769431772396, -23.861984660073887, 15.569378491453975, -3271.097412109375]","[36.7554422952079, -19.772031782863476, 20.69188671497882, -4486.5361328125]",,,,,,,,,,,,,
637,"[46.43407934605182, -19.0666598775519, 17.673183547218347, -4540.37353515625]","[46.15072847449744, -18.28843912484899, 19.542565157981226, -4211.80029296875]","[45.83333394281344, -17.333703759782946, 21.152460872627003, -4432.7578125]","[45.53946618466587, -16.359841847194545, 21.93603729396609, -4274.2060546875]","[44.7774476101109, -13.353455885062754, 19.02807546588118, -4107.4541015625]","[44.56015526730156, -12.33021848406708, 16.598470246693882, -4294.376953125]","[44.35774277162131, -11.300399262740939, 13.753149355778095, -4835.5439453125]","[43.989267860364464, -9.22911475934437, 7.860387119973197, -2202.011474609375]","[43.819942209301914, -8.193207594447808, 5.343244627448259, -245.72935485839844]","[43.49965166091931, -6.130297271384247, 2.2851259276990135, -124.22920227050781]","[43.18580782235793, -4.093145432659124, 2.654273224374718, 171.1167449951172]",,,,,,,,,,,,,
638,"[-18.614790830218, -93.02862424638748, 3.3183819173330082, -4106.66748046875]","[-19.18564892582461, -90.20719801104504, 2.6600580092961685, -4241.421875]","[-19.888935510495646, -86.74966224070481, 2.1626122370436747, -4268.2412109375]","[-20.60456677428741, -83.21984723881087, 2.0000857526677294, -4036.916748046875]","[-22.783001814231785, -72.20386909958917, 3.51881164877193, -4239.4453125]","[-23.504911694634583, -68.40038533937786, 4.636241068057394, 3064.67529296875]","[-24.213281452397855, -64.53338052131073, 6.0046470906604705, 635.2543334960938]","[-25.57406826743341, -56.62895930632114, 9.299282729597687, 163.8838348388672]","[-26.212957195789116, -52.59889589219186, 11.114264090646854, 625.433349609375]","[-27.382416596500324, -44.407311481250076, 14.770888601806103, -2884.258056640625]","[-28.372109665110347, -36.077135863069934, 18.053990409731593, -4218.79736328125]",,,,,,,,,,,,,
639,"[22.87308798485751, -144.13796921369243, 16.208981591963603, -5059.806640625]","[22.27656002856058, -143.85214811122952, 15.464334943708032, -5325.69384765625]","[21.56341358425193, -143.40011629024644, 14.541245940519998, -5428.88623046875]","[20.857055248434246, -142.83047501829773, 13.59461701587488, -5477.44140625]","[18.7845057232549, -140.3956101110589, 10.700952699000595, -5473.578125]","[18.115928771819817, -139.33808828510416, 9.748762763854325, -5507.09521484375]","[17.462088823867077, -138.15930043713186, 8.817394912765097, -5121.607421875]","[16.213521515167184, -135.43006032477376, 7.053011583310997, -4945.2451171875]","[15.623198560031241, -133.88100201626509, 6.236033345581664, -4839.82080078125]","[14.526506407249096, -130.41893853506434, 4.771578670194171, -4959.05517578125]","[13.567956425745118, -126.47604961570148, 3.5770461009780163, -4647.880859375]",,,,,,,,,,,,,
640,"[45.22010992193585, -121.76505742142535, 2.458784589542171, 989.1868286132812]","[44.878265557552496, -120.61178910946371, 2.0231584606357735, 1141.005126953125]","[44.44829220258995, -119.2837347127844, 2.2306858973875983, 1314.6573486328125]","[44.00134235694725, -118.02182498486474, 3.216574681957148, 1518.5985107421875]","[42.60050889744111, -114.60981968333999, 9.791364269835851, 1461.052001953125]","[42.129008490397716, -113.59510367435125, 12.60465053052439, 1476.3421630859375]","[41.66213086786372, -112.63776542321725, 15.370505556317722, 1471.3892822265625]","[40.7577985792957, -110.89236585505598, 19.896178447414208, 2402.787109375]","[40.325984374885095, -110.10122790098337, 21.296516947868202, 1920.24951171875]","[39.52377531330302, -108.66437646293062, 21.821787741004254, 1987.8140869140625]","[38.82089430470075, -107.41114246328307, 19.278905512773065, 3120.919677734375]",,,,,,,,,,,,,
641,"[12.064559056271568, -97.96721707869547, 14.096285451058389, -4238.0673828125]","[13.207748219688309, -97.94782413490736, 8.969598921707215, -3645.93505859375]","[14.603342250408138, -98.0088858263711, 3.978357783572344, -3421.176513671875]","[16.01948327282043, -98.1673793605584, 2.001449813346891, -873.5673217773438]","[20.28797414795146, -99.27245516428717, 14.772384573431662, 2151.951416015625]","[21.690848982270143, -99.86605240782293, 19.85668244885508, 1295.9525146484375]","[23.06703253796976, -100.57637780963213, 21.990325542385875, 1648.4395751953125]","[25.697182888601713, -102.35423700515771, 15.607515405528234, 1400.1649169921875]","[26.930882355679675, -103.42225251652724, 9.487647260477999, 1205.5638427734375]","[29.190349459114383, -105.9082306744713, 2.025284140267191, 1340.308837890625]","[31.105365980373886, -108.82297334732668, 8.142357726116693, 1873.34521484375]",,,,,,,,,,,,,
642,"[6.718108461095543, -139.44352778972464, 13.467039177986752, -4947.330078125]","[6.703688727818731, -139.34658168760222, 16.303665828957268, -4948.6953125]","[6.6897671338756455, -139.22858378585138, 19.188693544907768, -4951.05810546875]","[6.680169304971571, -139.11142935202167, 21.16543695221875, -4954.115234375]","[6.672002941339794, -138.75118777480196, 19.89880023661986, -4921.7060546875]","[6.6784984950299595, -138.63047786244513, 17.25614193659795, -4904.77197265625]","[6.689444805624306, -138.50798713899587, 13.94905707802062, -4887.435546875]","[6.72501321289227, -138.2628203844427, 7.04690106270477, -4851.1669921875]","[6.749168261316697, -138.13752809410312, 4.321571546537777, -4831.26806640625]","[6.815619694839262, -137.8892826493283, 2.0018094388400414, -4792.1494140625]","[6.905471595883357, -137.6387510455715, 4.571479044856748, -4770.74609375]",,,,,,,,,,,,,
643,"[34.05358530134901, 10.885562803247764, 20.94269980991929, -17.923540115356445]","[33.89460118372718, 8.27464408090257, 20.66328959821596, 14.422501564025879]","[33.68871869466089, 5.255355587523594, 20.28821709500629, 228.60003662109375]","[33.46486871990491, 2.367114464201383, 19.87172968800271, 1010.9393310546875]","[32.72117076421201, -5.474449346938992, 18.394874305607317, 1631.2857666015625]","[32.45870073294758, -7.804907010802198, 17.835103237229628, 416.9305419921875]","[32.19052837119787, -9.989202377954097, 17.245938605776903, -976.6142578125]","[31.65869848053708, -13.907710511987629, 15.992184569735272, -3712.216796875]","[31.395487944202333, -15.641040122706025, 15.333529854913241, -4244.5517578125]","[30.885892298665446, -18.644545489913003, 13.969872782256532, -4652.61083984375]","[30.409904942969362, -21.02531038757919, 12.566602958883626, -4893.6015625]",,,,,,,,,,,,,
644,"[61.10959505259636, 156.94341061489803, 7.770527365657795, 50.7056999206543]","[61.01193783395535, 157.84999119546166, 6.571808611287816, -81.11336517333984]","[60.89610570986429, 158.94462195286653, 5.269384603842285, -81.91446685791016]","[60.78072059073905, 160.0499802940202, 4.149076361755883, 194.97787475585938]","[60.44746794606183, 163.40835429170207, 2.1516767760787214, 163.4232635498047]","[60.33994229024464, 164.53844116906086, 2.0004887304807504, 78.31272888183594]","[60.23144499462931, 165.67003639244282, 2.1193660035524626, 51.856651306152344]","[60.01944293677804, 167.93565022614078, 3.1470717556536503, -329.2161865234375]","[59.91282776975204, 169.0675828302603, 4.028422648372478, -855.2742919921875]","[59.70079758782015, 171.3217046160704, 6.406813704188338, -1878.4410400390625]","[59.4890731477013, 173.55156805988753, 9.38565037753931, -3268.847900390625]",,,,,,,,,,,,,
645,"[-18.26659114753086, 105.17971186651963, 10.787915046446756, -5661.56884765625]","[-18.335687929075515, 104.85411108643775, 6.20311003424652, -5677.80908203125]","[-18.411949610992995, 104.46449404126169, 2.627396620374828, -5755.17919921875]","[-18.484319265436454, 104.07087241082732, 2.28677537515777, -5813.76708984375]","[-18.6710381933527, 102.88384669415004, 16.42117502783038, -5849.287109375]","[-18.7250751797988, 102.48654446449599, 20.69472071882047, -5903.95556640625]","[-18.77459152693264, 102.08510093355561, 21.968275182140136, -5932.41455078125]","[-18.85716942508866, 101.27928319809303, 14.943457962499272, -5873.67138671875]","[-18.892775032350052, 100.87604166257253, 9.068029259992532, -5895.70947265625]","[-18.95229771533304, 100.06286815178787, 2.032688512456314, -6073.87890625]","[-18.994264935761727, 99.24504400723548, 7.568048996841027, -6096.81396484375]",,,,,,,,,,,,,
646,"[-8.808023853292474, 111.7110975272024, 11.417310112621497, -1674.161376953125]","[-9.113361334133899, 111.72894479791712, 12.471868971310775, -2235.169677734375]","[-9.466337032374321, 111.75799672738619, 13.72966011054277, -2632.9658203125]","[-9.803129476871288, 111.79435844164081, 14.959414543101259, -3035.689453125]","[-10.709889499234416, 111.94383951811703, 18.290093298446326, -4161.79638671875]","[-10.976636044748684, 112.00844449047042, 19.221316611120486, -4444.59228515625]","[-11.224656384806835, 112.08131124438016, 20.037162269727354, -4254.36474609375]","[-11.666964939888095, 112.24841052170328, 21.271434874219363, -3862.643798828125]","[-11.861288999339736, 112.34358737904468, 21.67043834940783, -3713.52490234375]","[-12.190482355768461, 112.55714031175911, 21.999909987459173, -3943.419189453125]","[-12.443102986274123, 112.80243370159532, 21.691609167322163, -4568.70068359375]",,,,,,,,,,,,,
647,"[-78.17599335032251, -38.04627069257408, 12.656166132284914, -927.7150268554688]","[-77.71284143895512, -41.48613207391338, 16.190335509652805, -645.2210693359375]","[-77.1091685530375, -45.298615495902894, 19.659634587838223, -263.9873352050781]","[-76.4636832335505, -48.7801691147654, 21.668455688472275, -330.997802734375]","[-74.34206045298524, -57.5082842260687, 16.871196712448917, -510.1582946777344]","[-73.59022055876603, -59.931871870408486, 12.686986810591858, -177.10507202148438]","[-72.82774120049064, -62.15615507110477, 8.37074856490566, 907.6832275390625]","[-71.27618674371993, -66.08166614595562, 2.505507632359274, 1154.3408203125]","[-70.49691832255822, -67.824599591477, 2.0729208179364242, 394.4053039550781]","[-68.941229322549, -70.93851685504224, 6.604636622206354, 748.2001342773438]","[-67.40765393026987, -73.64516058832359, 15.053514347775593, -1759.8944091796875]",,,,,,,,,,,,,
648,"[-35.82699797590773, -66.42284350251938, 2.210108680929583, 351.6893310546875]","[-34.47932404528931, -67.29668429687389, 2.4208929215743176, 458.0652160644531]","[-32.781235398386336, -68.39817561002027, 2.766797333730624, 941.457275390625]","[-30.99328193785237, -69.55285814438997, 3.210424541147736, 2839.25390625]","[-25.111895973349604, -73.30338807303933, 5.0764785228777125, -4077.6162109375]","[-22.98839973038823, -74.64074917608644, 5.854800751000139, -4259.28173828125]","[-20.784937965601877, -76.01509300252006, 6.698459900846625, -5132.01025390625]","[-16.158672693230915, -78.88357617167472, 8.544271357633477, -4158.28369140625]","[-13.739354280312266, -80.37695119172258, 9.527374108918426, -4552.68701171875]","[-8.719122031638074, -83.48206634160896, 11.56093023726006, -4363.37890625]","[-3.4762139400934697, -86.76724003514623, 13.613323093981162, -3336.9853515625]",,,,,,,,,,,,,
649,"[-26.253371994978554, -11.908635733046982, 20.887212542579142, -3733.170166015625]","[-27.000027717704278, -10.95849118604086, 21.999989567801208, -3843.29443359375]","[-27.825593466351307, -9.842774814068168, 20.39299541774639, -3678.88134765625]","[-28.57024396775866, -8.757465355493846, 16.103103917861468, -4288.0810546875]","[-30.302801113087295, -5.689468470217835, 2.372588595043112, -4298.3173828125]","[-30.705959886879302, -4.740127314415065, 2.4447606334565695, -4377.830078125]","[-31.019608249702898, -3.8305881413916167, 5.572573987738706, -4347.44580078125]","[-31.372859943948235, -2.144482546205491, 16.334569924825146, -3908.709228515625]","[-31.413448019229023, -1.3741340247461316, 20.529879939822255, -4058.722412109375]","[-31.21588633771708, 0.013496458828692647, 20.26865209093026, -3616.9755859375]","[-30.647202948243976, 1.1795537280243507, 10.278155594126956, -3810.20556640625]",,,,,,,,,,,,,
650,"[-60.21722774659944, -13.744529185891404, 2.006606125444179, -4605.513671875]","[-60.61752238883078, -13.34122262935008, 3.28387369354226, -4690.95263671875]","[-61.11541151731959, -12.892157136565869, 7.318465814442489, -4975.36328125]","[-61.6280546399556, -12.48462474978897, 12.838256660923069, -5183.4921875]","[-63.24865311027361, -11.53744492501047, 21.744227354786418, -5072.96337890625]","[-63.80725150416564, -11.327296820424174, 18.98295674654466, -5082.5244140625]","[-64.37346586719397, -11.174842924737863, 14.003656308694964, -5047.36328125]","[-65.51608374746209, -11.054000068592453, 3.921371028182321, -4995.08203125]","[-66.0875995081701, -11.091627346930645, 2.0173980132377842, -4983.9482421875]","[-67.21946510951209, -11.37285220964432, 7.315416899871982, -4928.89111328125]","[-68.32212001725178, -11.938862480671236, 18.09049574739879, -4760.7685546875]",,,,,,,,,,,,,
651,"[69.19548491856867, -92.80781746799363, 15.982431704584176, 130.45657348632812]","[67.47936686565424, -89.76815843793703, 18.206584093701753, 215.3504638671875]","[65.28015238730687, -86.47549231656738, 20.31403702234573, 24.11461067199707]","[62.94104106139688, -83.51490014901796, 21.61823565375459, -85.47831726074219]","[55.16179995353023, -76.17509028939996, 19.90751524210088, 285.6268005371094]","[52.340321675563615, -74.11962654297923, 17.647047254722832, 355.63629150390625]","[49.414895056462896, -72.21065085639641, 14.840624870261541, 351.1707458496094]","[43.27859112664727, -68.74958560670807, 8.703884416831158, -120.5692367553711]","[40.07810226105305, -67.15828206702898, 5.964555705092215, -2660.091064453125]","[33.449159616155825, -64.1915537983008, 2.443498170756232, -4728.9521484375]","[26.547149910147425, -61.4274880188883, 2.52371806961437, -5916.490234375]",,,,,,,,,,,,,
652,"[42.13747705825561, -119.62465975033298, 19.621084705063303, 1610.9676513671875]","[42.479572248312536, -119.04828628792735, 21.55503996887644, 1589.311767578125]","[42.90084466613135, -118.38719067322434, 21.826711864500552, 1392.3798828125]","[43.33496936039227, -117.76019367712084, 19.824730741370068, 1346.5782470703125]","[44.70905581907513, -116.08663826323885, 6.699097189813446, 2035.22607421875]","[45.191765458337976, -115.59743993298981, 3.3535652184905533, 1949.1934814453125]","[45.68481256841827, -115.13914940150288, 2.0081952347353536, 1845.2301025390625]","[46.71161211713455, -114.32055531875758, 6.029507574095197, 1611.1048583984375]","[47.24392437252665, -113.9599391996428, 10.466577878741793, 1455.454833984375]","[48.342554434562764, -113.32697869652743, 19.2944954735986, 1511.10888671875]","[49.487147333105156, -112.81166811738598, 21.76262275913298, 1111.9759521484375]",,,,,,,,,,,,,
